Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SBF2	2	0	0	0	73	13	0	1	0	89	51	51
ANKRD36C	2	1	0	0	66	13	0	6	0	88	51	51
C2orf16	0	1	0	0	77	10	0	0	0	88	51	51
TNC	2	0	0	0	78	7	0	0	0	87	51	51
DLEC1	3	1	0	0	75	3	0	4	0	86	51	51
STAB1	7	2	0	0	66	4	0	7	0	86	51	51
CFAP46	5	0	0	0	73	3	0	2	0	83	51	51
MYH7B	3	0	0	0	79	1	0	0	0	83	51	51
RB1CC1	4	1	0	0	61	14	0	3	0	83	51	51
ROBO2	4	1	0	0	63	13	0	1	0	82	51	51
CEP128	1	0	0	0	72	4	0	4	0	81	51	51
CTNND1	2	1	0	0	66	8	0	4	0	81	51	51
NEURL4	6	0	0	0	67	3	0	5	0	81	51	51
CFAP61	3	4	0	0	66	7	0	0	0	80	51	51
KIAA0368	1	0	0	0	67	11	0	1	0	80	51	51
PLXNA3	5	0	0	0	71	3	0	0	0	79	51	51
TEX10	8	0	0	0	63	6	0	2	0	79	51	51
SULF1	1	2	0	0	68	5	0	2	0	78	51	51
CFH	0	1	0	0	66	5	0	5	0	77	51	51
CYFIP2	1	0	0	0	66	9	0	1	0	77	51	51
LMTK2	1	2	1	0	66	6	0	1	0	77	51	51
GNPTAB	1	3	0	0	57	12	0	3	0	76	51	51
FRMPD4	5	5	0	0	61	2	0	0	0	73	51	51
PTPRS	0	1	0	0	67	4	0	0	0	72	51	51
SAGE1	0	2	0	0	57	10	0	2	1	72	51	51
IGSF9	9	3	0	0	55	4	0	0	0	71	51	51
PLXNB2	0	0	0	0	68	2	0	1	0	71	51	51
FAM47A	0	1	0	0	59	10	0	0	0	70	51	51
INSR	2	1	0	1	61	5	0	0	0	70	51	51
VWA3B	3	1	0	0	55	10	0	1	0	70	51	51
NLRP5	0	0	0	0	64	5	0	0	0	69	51	51
PCDHB12	1	1	0	0	64	3	0	0	0	69	51	51
ZNF609	14	0	0	0	46	9	0	0	0	69	51	51
COPA	5	2	0	0	56	4	0	0	0	67	51	51
PCDHB8	0	0	0	0	65	1	0	0	0	66	51	51
PCDHGA3	0	0	0	0	63	3	0	0	0	66	51	51
COL19A1	2	0	1	0	46	9	0	6	0	64	51	51
NOL4	2	0	0	0	59	1	0	0	0	62	51	51
ZC3H18	9	1	0	0	45	5	0	2	0	62	51	51
DNAJC13	1	2	0	0	87	10	0	3	2	105	50	50
ABCB4	4	1	1	0	81	16	0	1	0	104	50	50
RGAG1	1	0	0	0	94	2	1	3	0	101	50	50
MYH11	0	0	0	0	90	7	0	1	0	98	50	50
PCNX	1	0	0	0	85	8	0	2	0	96	50	50
ATP8A2	1	1	0	0	75	11	0	7	0	95	50	50
ABCC9	3	3	0	0	80	6	0	1	1	94	50	50
ABCA5	4	2	0	0	67	15	0	4	0	92	50	50
ADAMTS3	2	1	0	0	77	12	0	0	0	92	50	50
CR1	0	1	0	0	80	8	0	2	0	91	50	50
FER1L6	6	2	1	0	71	8	0	1	0	89	50	50
SLITRK2	2	2	0	0	80	5	0	0	0	89	50	50
URB1	1	0	0	0	78	8	0	2	0	89	50	50
FGD5	1	0	0	0	82	4	0	0	0	87	50	50
MYPN	1	1	0	0	77	8	0	0	0	87	50	50
SMCHD1	2	1	0	0	74	6	0	4	0	87	50	50
MED14	0	1	0	0	80	4	0	1	0	86	50	50
PARD3	4	1	0	0	70	7	0	4	0	86	50	50
PLXNB3	3	0	0	0	77	4	0	2	0	86	50	50
ABCC11	2	0	0	0	78	3	0	2	0	85	50	50
CNTNAP4	2	1	0	0	74	7	0	1	0	85	50	50
DCDC1	1	0	0	0	74	8	0	2	0	85	50	50
EXPH5	4	2	0	0	70	8	0	1	0	85	50	50
ARHGAP5	8	4	0	0	62	9	0	0	0	83	50	50
SHROOM4	5	3	0	0	71	4	0	0	0	83	50	50
ZFYVE26	2	0	0	0	80	0	0	1	0	83	50	50
KIAA0586	3	1	0	0	68	4	0	6	0	82	50	50
FAM135A	2	1	0	0	70	5	0	3	0	81	50	50
PRG4	4	2	0	0	67	5	0	3	0	81	50	50
ZCCHC11	10	4	0	0	56	10	0	1	0	81	50	50
CDH8	3	0	0	0	71	4	0	2	0	80	50	50
TANC2	0	0	0	0	74	5	0	1	0	80	50	50
CASP8	1	3	0	0	51	18	1	5	0	79	50	50
PRTG	4	0	0	0	65	6	0	4	0	79	50	50
SEMA6D	0	0	0	0	68	10	0	1	0	79	50	50
ZNF106	13	0	0	0	56	9	0	1	0	79	50	50
ATP10B	0	0	0	0	70	8	0	0	0	78	50	50
EPPK1	5	0	0	0	69	4	0	0	0	78	50	50
PTPRK	2	0	0	0	70	5	0	1	0	78	50	50
MYO5C	0	0	0	0	68	7	0	2	0	77	50	50
SCN4A	1	1	0	0	72	2	0	1	0	77	50	50
FILIP1	2	2	0	0	59	13	0	0	0	76	50	50
ARHGEF28	3	1	0	0	63	5	0	3	0	75	50	50
CC2D2A	2	1	0	0	59	13	0	0	0	75	50	50
CCDC88C	1	0	0	0	71	2	0	1	0	75	50	50
CNTN4	4	0	0	0	62	9	0	0	0	75	50	50
MICAL3	0	1	1	0	70	1	0	2	0	75	50	50
NLRC5	3	1	0	0	66	3	0	1	0	74	50	50
ZMYND8	8	1	0	0	57	2	0	6	0	74	50	50
COL11A2	4	1	0	0	62	6	0	0	0	73	50	50
INADL	1	1	0	0	63	6	0	2	0	73	50	50
MCM3AP	3	2	0	0	59	8	0	1	0	73	50	50
MET	1	1	0	0	62	8	0	0	1	73	50	50
OCRL	1	1	0	0	60	9	0	2	0	73	50	50
ROCK2	4	4	0	0	49	14	0	2	0	73	50	50
SMARCA2	1	0	0	1	67	3	0	1	0	73	50	50
CIC	11	3	0	0	55	2	0	1	0	72	50	50
FASN	6	1	0	0	64	1	0	0	0	72	50	50
HDLBP	4	2	0	0	57	8	0	1	0	72	50	50
MIS18BP1	10	1	0	0	52	8	0	1	0	72	50	50
TBC1D4	2	0	0	0	57	12	0	1	0	72	50	50
ZNF236	3	1	1	0	53	10	0	4	0	72	50	50
LAMB2	3	0	0	0	61	3	0	4	0	71	50	50
TAB3	0	0	0	0	57	14	0	0	0	71	50	50
INTS1	4	1	0	0	61	2	0	2	0	70	50	50
POLR2B	1	1	0	0	59	7	0	2	0	70	50	50
NYNRIN	4	0	0	0	61	4	0	0	0	69	50	50
TMEM132C	0	0	0	0	67	1	0	1	0	69	50	50
MDGA2	2	2	0	0	54	9	0	1	0	68	50	50
RAI1	9	1	0	0	55	2	0	1	0	68	50	50
RBM27	13	1	0	0	42	8	0	2	0	66	50	50
ERBB3	1	1	0	0	60	2	0	1	0	65	50	50
ATG2B	1	1	0	0	86	12	0	3	0	103	49	49
NBAS	2	1	1	0	82	8	0	2	0	96	49	49
MYOF	2	3	0	0	81	7	0	2	0	95	49	49
PTPRF	0	0	0	0	91	2	0	1	0	94	49	49
DSEL	2	1	0	0	78	9	0	0	1	91	49	49
SLC9C2	4	2	0	0	73	11	0	1	0	91	49	49
KIAA1549L	2	0	0	0	83	3	0	1	0	89	49	49
MPDZ	3	0	0	0	77	4	0	5	0	89	49	49
DOCK5	4	3	0	0	70	10	0	1	0	88	49	49
MAP3K4	1	1	0	0	78	8	0	0	0	88	49	49
RAD50	5	3	0	0	69	11	0	0	0	88	49	49
NRXN3	0	1	0	0	81	4	0	1	0	87	49	49
ARHGEF12	1	2	0	0	71	11	0	1	0	86	49	49
CLASP2	4	0	0	0	70	7	0	5	0	86	49	49
CCDC141	2	3	0	0	69	7	0	3	0	84	49	49
HELZ	1	0	0	0	76	5	0	2	0	84	49	49
KIAA2022	3	6	0	0	74	1	0	0	0	84	49	49
HEPHL1	1	0	0	0	67	11	0	4	0	83	49	49
ZGRF1	2	1	0	0	73	7	0	0	0	83	49	49
TEP1	1	0	0	0	79	1	0	1	0	82	49	49
MORC1	6	0	0	0	60	8	0	7	0	81	49	49
PLEKHH2	0	1	0	0	70	9	0	1	0	81	49	49
ANO2	2	0	0	0	62	12	0	4	0	80	49	49
ATRNL1	3	1	0	0	61	12	0	2	0	79	49	49
TUBGCP6	2	1	0	0	67	5	0	4	0	79	49	49
CSPG4	3	0	0	0	70	3	0	2	0	78	49	49
FAM208B	1	0	0	0	67	10	0	0	0	78	49	49
FHOD3	9	2	0	0	63	3	0	1	0	78	49	49
ABCC1	0	0	0	0	69	7	0	1	0	77	49	49
ASTN1	0	0	0	0	72	4	0	1	0	77	49	49
CCDC39	1	3	1	0	55	15	0	2	0	77	49	49
MYLK	0	0	0	0	74	0	0	1	0	75	49	49
SLIT3	1	2	0	0	65	6	0	0	0	74	49	49
XIRP1	2	0	1	0	67	4	0	0	0	74	49	49
ATP8B4	1	1	0	0	60	10	0	1	0	73	49	49
PCDHA6	2	0	0	0	69	2	0	0	0	73	49	49
SMARCA4	2	1	0	1	66	1	0	2	0	73	49	49
DEPDC5	2	0	0	0	57	10	0	3	0	72	49	49
GPATCH8	4	2	0	0	55	10	0	1	0	72	49	49
PTPRG	4	1	0	0	57	8	1	1	0	72	49	49
TRPM8	4	1	0	0	61	4	0	2	0	72	49	49
CR2	5	0	0	0	55	10	0	1	0	71	49	49
THBS2	0	0	0	0	69	2	0	0	0	71	49	49
GRIN2B	0	1	0	0	63	4	0	2	0	70	49	49
LRRC16B	4	1	0	0	60	2	0	2	0	69	49	49
NLRP1	2	0	0	0	57	7	0	2	0	68	49	49
PIK3C2B	4	4	0	0	55	5	0	0	0	68	49	49
RAB3GAP2	4	2	1	0	53	6	0	2	0	68	49	49
SEC31A	14	1	0	0	47	5	0	1	0	68	49	49
TNS1	3	0	0	0	61	2	0	2	0	68	49	49
ZC3H12B	6	1	0	0	56	5	0	0	0	68	49	49
C6	4	4	0	0	50	8	0	1	0	67	49	49
CARD11	6	0	0	0	54	3	0	3	0	66	49	49
DHX9	6	0	0	0	49	9	0	2	0	66	49	49
KIF13B	3	1	0	0	59	1	0	2	0	66	49	49
PCDH10	1	1	0	0	58	4	1	1	0	66	49	49
DHX34	1	5	0	0	58	1	0	0	0	65	49	49
TLE1	10	3	0	0	45	5	0	2	0	65	49	49
NRIP1	13	3	0	0	44	4	0	0	0	64	49	49
WRN	6	2	0	0	42	9	0	2	0	61	49	49
SPATA31E1	2	0	0	0	52	4	0	2	0	60	49	49
CRYBG3	0	3	0	0	97	8	0	2	0	110	48	48
RGS22	3	1	0	0	84	14	0	4	0	106	48	48
ABCA6	4	3	0	0	80	13	0	4	0	104	48	48
CHD1	8	6	0	0	74	7	0	3	2	100	48	48
EML5	5	0	0	0	82	11	0	2	0	100	48	48
ATP7A	1	0	0	0	88	7	0	3	0	99	48	48
PKDREJ	0	1	0	0	88	10	0	0	0	99	48	48
ZNF91	1	2	0	0	83	13	0	0	0	99	48	48
RTTN	4	2	0	0	85	4	0	2	0	97	48	48
USP24	1	1	0	0	81	10	0	3	0	96	48	48
SPG11	3	1	0	0	77	9	0	3	0	93	48	48
CFAP44	5	1	0	0	62	22	0	1	0	91	48	48
KIF1A	0	0	0	0	84	3	0	2	0	89	48	48
RALGAPA2	3	0	0	0	77	6	0	3	0	89	48	48
MIA3	2	3	0	0	75	5	0	2	0	87	48	48
TLL1	6	1	0	0	66	11	0	3	0	87	48	48
CASP8AP2	4	2	0	0	74	5	0	0	0	85	48	48
WDR44	3	1	0	0	71	8	0	2	0	85	48	48
TTC28	5	1	0	0	73	5	0	0	0	84	48	48
BPTF	3	1	1	0	76	2	0	0	0	83	48	48
CFAP43	0	0	0	0	70	9	0	4	0	83	48	48
NIN	4	4	0	0	69	6	0	0	0	83	48	48
USP25	1	0	0	0	60	18	0	4	0	83	48	48
ZNF469	8	1	0	0	71	3	0	0	0	83	48	48
COL4A5	1	1	0	0	67	7	0	6	0	82	48	48
KIAA0430	1	1	0	0	72	6	0	1	0	81	48	48
SPATA31D1	3	2	0	0	65	10	0	1	0	81	48	48
GCC2	5	3	0	0	57	15	0	0	0	80	48	48
SPHKAP	0	0	0	0	71	9	0	0	0	80	48	48
HDX	0	0	0	0	66	8	0	3	0	77	48	48
DISP1	1	0	0	0	69	5	0	1	0	76	48	48
DLG2	1	0	0	0	66	7	0	2	0	76	48	48
ITIH6	1	0	0	0	68	7	0	0	0	76	48	48
SMC4	4	4	0	0	58	9	0	1	0	76	48	48
DENND4C	1	1	0	0	66	7	0	0	0	75	48	48
GRM5	0	0	0	0	66	8	0	0	1	75	48	48
KIAA1549	10	0	0	0	61	3	0	1	0	75	48	48
MDC1	1	1	0	0	65	8	0	0	0	75	48	48
NID1	2	0	0	0	70	2	0	1	0	75	48	48
OTOF	1	2	0	0	65	4	0	3	0	75	48	48
SCAF8	2	1	1	0	63	4	1	3	0	75	48	48
TCERG1	6	5	0	1	51	8	0	4	0	75	48	48
TMEM131	2	0	0	0	65	7	0	1	0	75	48	48
ARHGEF17	1	0	0	0	69	3	0	1	0	74	48	48
WHSC1L1	5	1	0	0	53	13	0	2	0	74	48	48
ATF7IP	9	7	0	0	35	19	1	2	0	73	48	48
LRCH2	1	0	0	0	60	8	0	4	0	73	48	48
PRRC2A	10	0	0	0	56	5	0	2	0	73	48	48
RBMXL3	1	0	0	0	67	5	0	0	0	73	48	48
TDRD1	2	2	0	0	61	5	0	3	0	73	48	48
TTC37	0	1	0	0	65	5	0	2	0	73	48	48
UBR1	1	2	0	0	60	9	0	1	0	73	48	48
CLCN5	0	0	0	0	62	9	0	1	0	72	48	48
AKAP11	2	1	1	0	63	4	0	0	0	71	48	48
CXorf57	1	1	0	0	66	3	0	0	0	71	48	48
NOTCH1	2	0	1	0	66	2	0	0	0	71	48	48
UHRF1BP1L	4	1	0	0	58	6	1	1	0	71	48	48
CDC42BPB	2	1	0	0	58	7	0	2	0	70	48	48
NCAPD3	2	0	0	0	60	5	0	3	0	70	48	48
SETD5	3	2	0	0	60	5	0	0	0	70	48	48
PBRM1	2	2	1	0	47	15	0	2	0	69	48	48
CTNNA3	2	2	0	0	57	5	0	2	0	68	48	48
EFCAB5	3	1	0	0	55	7	0	2	0	68	48	48
NPC1L1	4	2	0	0	60	0	0	2	0	68	48	48
POTEF	2	1	0	0	57	6	0	2	0	68	48	48
RGS12	13	0	0	0	51	3	0	1	0	68	48	48
TMEM132D	2	1	0	0	62	1	0	2	0	68	48	48
ABCC6	3	1	0	0	52	10	0	0	0	66	48	48
NOS1	3	3	0	0	55	4	0	1	0	66	48	48
PARD3B	2	3	0	0	51	6	0	4	0	66	48	48
SLITRK5	1	0	0	0	64	1	0	0	0	66	48	48
MED23	5	0	0	0	52	8	0	0	0	65	48	48
PHF8	0	0	0	0	63	2	0	0	0	65	48	48
TP53BP1	6	1	0	0	41	15	0	2	0	65	48	48
TET3	4	3	1	0	52	2	0	1	0	63	48	48
ZNF518A	10	1	0	0	47	4	0	0	0	62	48	48
CLTCL1	1	0	0	0	58	1	0	1	0	61	48	48
HDAC4	6	1	0	0	49	2	0	0	0	58	48	48
MMS22L	3	0	0	0	48	5	0	2	0	58	48	48
GOLGA4	4	5	0	0	80	14	0	0	0	103	47	47
MRC1	1	1	0	0	91	5	0	0	0	98	47	47
ZBED9	1	1	0	0	83	11	0	0	0	96	47	47
PIEZO1	2	2	0	0	86	2	0	3	0	95	47	47
ADCY9	1	1	0	0	85	5	0	1	0	93	47	47
TJP1	3	2	0	0	78	8	0	0	0	91	47	47
ABCA8	0	1	0	0	76	9	0	4	0	90	47	47
CCDC73	12	4	0	0	39	32	0	3	0	90	47	47
LAMB4	2	0	0	0	82	5	0	1	0	90	47	47
SCN8A	0	1	0	0	83	6	0	0	0	90	47	47
THSD7A	1	2	0	0	75	9	0	3	0	90	47	47
MYH13	1	0	0	0	73	12	0	3	0	89	47	47
WDR17	1	1	0	0	70	12	0	1	0	85	47	47
ABCC12	2	0	0	0	72	7	0	3	0	84	47	47
EFCAB6	0	0	0	0	69	15	0	0	0	84	47	47
CNTRL	0	0	0	0	68	13	0	2	0	83	47	47
COL4A3	3	0	0	0	67	8	0	3	0	81	47	47
DDX60L	10	2	0	0	57	5	0	7	0	81	47	47
RAPGEF2	2	1	0	0	68	8	0	2	0	81	47	47
TMEM132B	2	0	0	0	71	7	0	1	0	81	47	47
CAMSAP1	3	2	0	0	69	3	0	3	0	80	47	47
DLC1	6	0	0	0	67	6	0	1	0	80	47	47
MON2	0	1	0	0	66	11	0	2	0	80	47	47
PZP	0	1	0	0	70	5	0	3	0	79	47	47
AQR	2	0	0	0	68	8	0	0	0	78	47	47
LAMA4	1	1	0	0	71	5	0	0	0	78	47	47
ITIH2	1	1	1	0	65	8	0	1	0	77	47	47
PARP14	2	5	0	0	62	8	0	0	0	77	47	47
SYNJ1	0	0	0	0	60	14	0	3	0	77	47	47
TRPM2	3	1	0	0	70	2	0	1	0	77	47	47
DOCK9	2	0	0	0	66	6	0	2	0	76	47	47
SON	0	0	1	0	71	1	0	3	0	76	47	47
N4BP2L2	1	2	0	0	60	10	0	2	0	75	47	47
PCDHB7	0	0	0	0	72	3	0	0	0	75	47	47
ARFGEF2	1	0	0	0	63	9	0	1	0	74	47	47
FMR1	1	4	0	0	56	9	0	4	0	74	47	47
NCOA6	2	0	0	0	66	6	0	0	0	74	47	47
NOS2	1	0	0	0	70	1	0	2	0	74	47	47
TRPA1	1	4	0	0	67	1	0	1	0	74	47	47
HERC6	2	0	0	0	60	9	0	2	0	73	47	47
KMT2E	0	2	0	0	63	8	0	0	0	73	47	47
USP26	12	3	0	0	47	11	0	0	0	73	47	47
ARAP3	2	0	0	0	65	4	0	1	0	72	47	47
CARD6	1	3	0	0	62	5	0	1	0	72	47	47
ERBB4	0	1	0	0	60	7	0	4	0	72	47	47
ZBTB41	6	0	0	0	59	7	0	0	0	72	47	47
SLCO5A1	5	2	0	0	61	2	0	1	0	71	47	47
TNRC6A	4	1	0	0	57	9	0	0	0	71	47	47
TNS3	3	0	0	0	64	2	0	2	0	71	47	47
ZSWIM8	3	0	1	0	62	3	0	2	0	71	47	47
N4BP2	3	2	0	0	55	7	0	2	0	69	47	47
UBR3	1	1	0	0	58	5	0	4	0	69	47	47
UNC13B	0	0	0	0	63	3	0	3	0	69	47	47
CECR2	2	3	0	0	57	6	0	0	0	68	47	47
MYT1	2	0	0	0	63	2	0	1	0	68	47	47
NRXN2	2	0	0	0	62	2	0	2	0	68	47	47
PRR14L	1	1	0	0	58	8	0	0	0	68	47	47
SCAF11	8	2	0	1	51	6	0	0	0	68	47	47
AKAP12	2	3	0	0	55	7	0	0	0	67	47	47
SMG6	0	0	0	0	63	3	0	0	0	66	47	47
AMER1	2	0	0	0	55	8	0	0	0	65	47	47
CACNA1H	1	0	0	0	63	1	0	0	0	65	47	47
MTM1	1	1	0	0	46	14	0	3	0	65	47	47
PCDH20	3	1	0	0	53	8	0	0	0	65	47	47
PTPRN2	0	0	0	0	60	0	0	5	0	65	47	47
NLGN3	4	2	0	0	54	3	0	1	0	64	47	47
PTPRU	0	0	0	0	61	1	0	2	0	64	47	47
TP53BP2	5	3	0	0	49	6	0	1	0	64	47	47
L1CAM	1	0	0	0	60	2	0	0	0	63	47	47
ZEB1	2	2	0	0	47	12	0	0	0	63	47	47
QSER1	6	0	0	0	47	9	0	0	0	62	47	47
DRP2	2	2	0	0	56	1	0	0	0	61	47	47
SF3B1	0	1	0	0	55	4	0	0	0	60	47	47
VPS8	2	1	0	0	49	6	1	1	0	60	47	47
NYAP2	1	0	0	0	55	1	0	0	0	57	47	47
SRRT	7	5	0	0	42	1	0	0	1	56	47	47
TOPAZ1	3	1	0	0	92	13	0	0	0	109	46	46
ARAP2	1	0	0	0	76	14	0	7	0	98	46	46
ADGRL3	1	0	0	0	73	8	0	4	0	86	46	46
CUL4B	3	4	0	0	60	18	0	1	0	86	46	46
DSPP	0	0	0	0	76	7	0	0	1	84	46	46
ADAMTS12	1	0	0	0	75	4	0	0	1	81	46	46
COL4A1	2	3	0	0	67	6	0	3	0	81	46	46
FLT1	1	1	0	0	72	4	0	3	0	81	46	46
PLCL1	1	1	0	0	69	10	0	0	0	81	46	46
ACAN	3	0	0	0	74	2	0	1	0	80	46	46
CCDC171	0	1	0	0	69	7	0	3	0	80	46	46
PCDH17	0	0	0	0	75	5	0	0	0	80	46	46
PDCD11	1	1	0	0	74	4	0	0	0	80	46	46
TRAPPC8	3	0	0	0	62	12	0	3	0	80	46	46
ZNF638	3	1	0	0	65	8	0	3	0	80	46	46
IFT172	1	0	0	0	71	5	0	2	0	79	46	46
ASTN2	2	0	1	0	67	8	0	0	0	78	46	46
PIK3R4	1	1	0	0	71	4	0	1	0	78	46	46
ARID4A	1	4	0	0	54	13	0	3	1	76	46	46
A2ML1	0	1	0	0	68	4	0	2	0	75	46	46
CKAP5	1	1	0	0	65	7	0	1	0	75	46	46
FSTL5	5	2	0	0	59	9	0	0	0	75	46	46
LRP6	0	1	0	0	60	12	0	2	0	75	46	46
PLCG2	2	0	0	0	67	4	0	2	0	75	46	46
ZNF804A	2	1	0	0	62	9	0	0	0	74	46	46
ERCC6	0	1	0	0	66	5	0	1	0	73	46	46
MAP7D3	5	0	0	0	61	6	0	1	0	73	46	46
SORCS3	2	2	0	0	64	4	0	1	0	73	46	46
WDR7	1	1	1	0	60	10	0	0	0	73	46	46
C5	0	1	0	0	63	6	0	2	0	72	46	46
FANCB	1	2	0	0	63	6	0	0	0	72	46	46
KDM5C	2	0	1	0	64	3	0	2	0	72	46	46
SASH1	3	1	1	0	59	7	0	1	0	72	46	46
CNTN1	0	0	0	0	58	12	0	1	0	71	46	46
ALK	2	0	0	0	63	4	0	1	0	70	46	46
ATP10D	6	1	0	0	53	9	0	1	0	70	46	46
BRD1	5	3	0	0	57	4	0	1	0	70	46	46
NKTR	2	2	0	0	59	6	0	1	0	70	46	46
OSBPL6	4	0	0	0	55	9	0	2	0	70	46	46
PEAK1	2	1	0	0	53	14	0	0	0	70	46	46
CDH12	0	0	0	0	60	8	0	1	0	69	46	46
CNKSR2	2	0	0	0	59	5	0	3	0	69	46	46
KIT	0	0	0	0	58	6	0	5	0	69	46	46
DGKD	3	0	0	0	62	3	0	0	0	68	46	46
ERBB2IP	5	3	0	0	49	10	0	1	0	68	46	46
GABBR1	3	1	0	0	60	2	0	2	0	68	46	46
KIF5A	0	0	0	0	59	7	1	1	0	68	46	46
MYO1A	9	0	0	0	51	3	0	5	0	68	46	46
ATP1A4	5	1	0	0	52	6	0	3	0	67	46	46
DENND4B	5	1	0	0	58	2	0	1	0	67	46	46
ITGAM	4	0	0	0	50	11	0	2	0	67	46	46
KIAA1551	1	0	0	0	60	6	0	0	0	67	46	46
ZNF532	3	1	0	0	59	4	0	0	0	67	46	46
DAPK1	2	1	0	0	60	3	0	0	0	66	46	46
DHX29	1	3	1	0	55	5	0	1	0	66	46	46
LAMC3	5	0	0	0	60	1	0	0	0	66	46	46
LY75	2	1	0	0	53	9	0	1	0	66	46	46
PCDHA4	0	1	0	0	62	3	0	0	0	66	46	46
CACNA2D3	2	0	0	0	50	6	0	7	0	65	46	46
KCNMA1	2	1	0	0	58	2	0	2	0	65	46	46
MAN2A1	6	0	0	0	54	4	0	1	0	65	46	46
NEO1	0	1	0	0	55	9	0	0	0	65	46	46
NES	7	0	0	0	52	6	0	0	0	65	46	46
RAPGEF4	1	0	0	0	58	4	0	2	0	65	46	46
SIGLEC1	3	0	0	0	60	2	0	0	0	65	46	46
KDM6B	7	2	0	0	51	4	0	0	0	64	46	46
NUP214	2	4	0	0	47	11	0	0	0	64	46	46
ITGAL	3	0	0	0	55	3	0	2	0	63	46	46
PHF2	13	3	0	0	40	5	0	2	0	63	46	46
SYNPO2	1	0	0	0	55	7	0	0	0	63	46	46
BRCA1	3	2	0	0	50	4	0	3	0	62	46	46
ADAMTS9	1	0	0	0	55	4	0	1	0	61	46	46
DENND3	0	0	0	0	56	5	0	0	0	61	46	46
NAA15	7	2	0	0	31	19	0	2	0	61	46	46
ZNF862	4	2	0	0	53	2	0	0	0	61	46	46
AMBRA1	5	0	0	0	49	6	0	0	0	60	46	46
KIF5C	4	0	0	0	49	6	0	1	0	60	46	46
MLH3	6	1	0	0	45	8	0	0	0	60	46	46
PHRF1	4	0	0	0	52	4	0	0	0	60	46	46
PLEKHA6	13	0	0	0	44	1	0	0	0	58	46	46
ARHGAP36	3	0	0	0	51	2	0	0	0	56	46	46
AGO2	7	6	0	0	37	1	0	2	0	53	46	46
DIAPH2	3	1	0	0	77	17	0	1	0	99	45	45
MSH4	3	0	0	1	74	13	0	3	0	94	45	45
ADGRL2	1	0	0	0	79	13	0	0	0	93	45	45
YTHDC2	1	1	0	0	77	11	0	3	0	93	45	45
CEP295	2	1	0	0	75	9	0	2	0	89	45	45
ADCY10	3	0	0	0	78	4	0	2	0	87	45	45
TRIP11	7	1	0	0	69	8	0	1	0	86	45	45
CASC5	1	1	0	0	73	10	0	0	0	85	45	45
FRMPD3	2	0	0	0	75	8	0	0	0	85	45	45
KDR	1	0	0	0	75	7	0	2	0	85	45	45
SCAPER	5	0	0	0	66	12	0	2	0	85	45	45
SNRNP200	1	1	0	0	75	6	0	2	0	85	45	45
RGPD4	2	1	0	0	77	3	0	1	0	84	45	45
FAM83B	0	0	0	0	71	10	0	0	0	81	45	45
EGF	1	1	0	0	62	11	0	4	0	79	45	45
PRDM2	6	1	0	0	65	7	0	0	0	79	45	45
IQGAP2	0	0	0	0	65	10	0	3	0	78	45	45
TOP2B	0	1	0	0	68	5	0	4	0	78	45	45
UACA	3	4	0	0	60	9	0	1	0	77	45	45
ZNF616	0	0	0	0	70	6	0	0	0	76	45	45
COL24A1	3	0	0	0	62	10	0	0	0	75	45	45
NEBL	1	1	0	0	53	16	0	4	0	75	45	45
OVCH1	0	0	0	0	66	5	0	4	0	75	45	45
PKD1L3	0	0	0	0	73	0	0	2	0	75	45	45
ANAPC1	4	0	0	0	64	5	0	1	0	74	45	45
KCNH8	4	2	0	0	60	8	0	0	0	74	45	45
KDM5B	2	1	0	0	62	6	0	3	0	74	45	45
KIAA1429	12	1	0	0	51	10	0	0	0	74	45	45
ZNF208	1	0	0	0	69	4	0	0	0	74	45	45
FRMPD2	0	0	0	0	61	12	0	0	0	73	45	45
PNPLA7	4	0	0	0	66	2	0	1	0	73	45	45
POTEE	3	2	0	0	60	4	0	3	1	73	45	45
PTPRC	0	2	0	0	59	10	0	2	0	73	45	45
DUOX2	1	0	0	0	66	3	0	2	0	72	45	45
VPRBP	1	0	0	0	64	1	0	6	0	72	45	45
ADAMTSL4	16	1	0	0	51	2	0	1	0	71	45	45
BNC2	0	1	0	0	63	7	0	0	0	71	45	45
KIAA0825	1	2	0	0	61	6	0	1	0	71	45	45
ABCC4	5	0	0	0	57	4	0	4	0	70	45	45
DUSP27	0	0	0	0	62	7	0	1	0	70	45	45
PCDHA5	3	1	0	0	63	2	0	0	0	69	45	45
PHKA1	0	1	0	0	58	8	0	2	0	69	45	45
RLF	1	0	0	0	62	6	0	0	0	69	45	45
SIK3	3	2	0	0	58	4	0	2	0	69	45	45
TIAM2	3	1	1	0	60	2	0	2	0	69	45	45
ADGRF5	1	1	0	0	55	6	0	3	1	67	45	45
ASXL1	4	1	0	0	58	4	0	0	0	67	45	45
PCDHGB3	1	1	0	0	62	3	0	0	0	67	45	45
TLR8	2	1	0	0	59	5	0	0	0	67	45	45
AOX1	0	0	0	0	59	5	0	2	0	66	45	45
COL17A1	1	0	0	0	46	15	0	4	0	66	45	45
USP54	0	1	0	0	57	6	0	2	0	66	45	45
GRID2	1	1	0	0	52	10	0	0	0	64	45	45
